Ostrov	50.30592	12.93907	15681
Ostrava	49.83465	18.28204	279791
Orlová	49.84527	18.43011	27540
Opava	49.93866	17.90257	60252
Olomouc	49.59552	17.25175	99496
Nusle	50.06458	14.43990	35150
Nový Jičín	49.59438	18.01028	26547
Nové Město	50.07829	14.42089	27105
Neratovice	50.25926	14.51759	16427
Náchod	50.41670	16.16289	21263
Most	50.50301	13.63617	63474
Modřany	50.01116	14.40960	33574
Mladá Boleslav	50.41135	14.90318	43684
Michle	50.04795	14.46217	21402
Mělník	50.35050	14.47411	19231
Louny	50.35699	13.79667	18068
Litvínov	50.60420	13.61812	22387
Litoměřice	50.53348	14.13180	24489
Líšeň	49.20711	16.69484	24563
Liberec	50.76711	15.05619	102951
Libeň	50.10819	14.47457	36151
Letňany	50.13333	14.51667	21702
Kutná Hora	49.94839	15.26816	21642
Kroměříž	49.29785	17.39312	27917
Krnov	50.08967	17.70385	22518
Krč	50.04160	14.44573	27344
Kralupy nad Vltavou	50.24107	14.31149	17373
Královské Vinohrady	50.07438	14.44367	48805
Královo Pole	49.22522	16.58987	24212
Košíře	50.06708	14.36328	16145
Kopřivnice	49.59947	18.14480	23424
Kolín	50.02806	15.19980	33444
Kobylisy	50.12366	14.45209	27030
Klatovy	49.39552	13.29505	22763
Kladno	50.14734	14.10285	69664
Karviná	49.85400	18.54169	48637
Karlovy Vary	50.23271	12.87117	45500
Kadaň	50.38333	13.26667	18759
Jirkov	50.49979	13.44769	19240
Jindřichův Hradec	49.14404	15.00301	22812
Jihlava	49.39610	15.59124	50108
Jičín	50.43723	15.35162	16328
Jablonec nad Nisou	50.72431	15.17108	46209
Hranice	49.54796	17.73469	17969
Hradec Králové	50.20923	15.83277	90596
Hostivař	50.04862	14.52440	19161
Horní Měcholupy	50.05000	14.56667	15303
Holešovice	50.10468	14.44946	37664
Hodonín	48.84893	17.13244	23344
Hlubočepy	50.04364	14.40162	23461
Havlíčkův Brod	49.60690	15.57937	24356
Havířov	49.77984	18.43688	82768
Háje	50.03611	14.52672	22059
Frýdek-Místek	49.68333	18.35000	53590
Dejvice	50.10079	14.39071	23401
Děčín	50.78215	14.21478	46376
Chrudim	49.95109	15.79558	23630
Chomutov	50.46048	13.41779	46771
Chodov	50.03669	14.50444	50043
Cheb	50.07963	12.37392	32808
Český Těšín	49.74613	18.62613	25750
České Budějovice	48.97447	14.47434	93426
Česká Třebová	49.90436	16.44413	15010
Česká Lípa	50.68551	14.53764	36815
Bystrc	49.22645	16.53030	22685
Bruntál	49.98844	17.46470	15037
Brno	49.19522	16.60796	379466
Břeclav	48.75897	16.88203	25789
Braník	50.03498	14.41518	17777
Brandýs nad Labem-Stará Boleslav	50.18709	14.66326	20313
Bohumín	49.90411	18.35755	20315
Bohnice	50.13333	14.41667	16444
Blansko	49.36304	16.64446	20002
Beroun	49.96382	14.07200	21521
Benešov	49.78162	14.68697	17043
Černý Most	50.10475	14.57974	22466
Brno střed	49.19343	16.60712	86685
Zwickau	50.72724	12.48839	98796
Zweibrücken	49.24686	7.36977	35221
Zülpich	50.69447	6.65414	20208
Zossen	52.21600	13.44909	17138
Zittau	50.89772	14.80764	25286
Zirndorf	49.44240	10.95414	25734
Zerbst	51.96620	12.08517	21124
Zeitz	51.04962	12.13690	28328
Zehlendorf	52.43333	13.25000	54328
Xanten	51.65877	6.45297	21587
Wurzen	51.37070	12.73939	15233
Würzburg	49.79391	9.95121	133731
Würselen	50.81809	6.13470	37074
Wuppertal	51.25627	7.14816	360797
Wunstorf	52.42377	9.43585	41211
Wülfrath	51.28195	7.03821	20731
Wörth am Rhein	49.04888	8.25959	17272
Worms	49.63278	8.35916	81099
Wolfsburg	52.42452	10.78150	123064
Wolfratshausen	47.91289	11.42166	17191
Wolfenbüttel	52.16442	10.54095	54740
Wolfen	51.66122	12.26873	25251
Witzenhausen	51.34103	9.85540	16055
Wittstock	53.16118	12.48287	17361
Wittmund	53.57682	7.77571	21355
Wittlich	49.98596	6.89308	17887
Wittenberge	53.00005	11.74944	20171
Wittenau	52.59319	13.32127	24726
Witten	51.44362	7.35258	91808
Wismar	53.89218	11.45563	45255
Wipperfürth	51.11610	7.39865	23723
Winterhude	53.59368	10.01123	56382
Winsen	53.35777	10.21161	32662
Winnenden	48.87563	9.39819	29876
Wilnsdorf	50.81667	8.10000	21505
Wilmersdorf	52.48333	13.31667	101877
Willich	51.26371	6.54734	51843
Wilhelmstadt	52.52379	13.18916	40463
Wilhelmshaven	53.54760	8.10395	84393
Wilhelmsburg	53.49283	10.01372	53064
Wildeshausen	52.89446	8.43375	18114
Wiesloch	49.29504	8.69846	27731
Wiesbaden	50.08601	8.24435	288850
Wiehl	50.94950	7.55062	26291
Wickede	51.53365	7.61636	15225
Wetzlar	50.56109	8.50495	52656
Wetter	51.38747	7.39277	29146
Westerstede	53.25682	7.92737	21902
Westend	52.51708	13.27636	41328
Wesseling	50.82709	6.97470	35665
Wesel	51.66690	6.62037	61685
Petersberg	50.56002	9.71295	16410
Wertheim	49.75900	9.50852	24869
Wersten	51.18459	6.81249	27151
Wernigerode	51.83652	10.78216	32167
Werne	51.66446	7.63421	30810
Bochum-Werne	51.48796	7.31217	15345
Wermelskirchen	51.13970	7.21583	36816
Werl	51.55493	7.91403	32149
Werdohl	51.26011	7.76608	20366
Werder	52.37874	12.93400	22384
Werdau	50.73604	12.37534	20520
Wendlingen am Neckar	48.67124	9.37632	15728
Wendelstein	49.35230	11.15069	16446
Weiterstadt	49.90390	8.58874	26583
Weißwasser	51.50403	14.64017	15002
Weißenfels	51.20148	11.96843	37929
Weißenburg in Bayern	49.03095	10.97221	18345
Weinstadt-Endersbach	48.81311	9.36387	26166
Weinheim	49.54887	8.66697	43325
Weingarten	47.81009	9.63863	23802
Weimar	50.98030	11.32903	64727
Weilheim	47.84147	11.15484	23378
Weilerswist	50.75292	6.84585	16321
Weil der Stadt	48.74953	8.87176	19338
Weil am Rhein	47.59331	7.62082	32236
Weiden	49.67682	12.15613	42550
Weißensee	52.55632	13.46649	47693
Wegberg	51.14221	6.28436	28089
Weener	53.16541	7.34966	15718
Wedel	53.58374	9.69835	34912
Wedding	52.54734	13.35594	85275
Wattenscheid	51.48057	7.14251	73965
Wassenberg	51.10009	6.15484	16641
Warstein	51.44488	8.34851	28532
Warendorf	51.95109	7.98756	38707
Waren	53.51986	12.68128	21470
Wardenburg	53.05938	8.19669	16019
Warburg	51.49011	9.14641	24317
Wangen	47.68950	9.83247	27045
Wandlitz	52.74196	13.45799	19888
Waltrop	51.62125	7.40238	30220
Walsrode	52.86104	9.59277	24448
Wallenhorst	52.35000	8.01667	24201
Waldshut-Tiengen	47.62323	8.21717	22404
Waldkraiburg	48.20854	12.39893	24676
Waldkirch	48.09585	7.96371	20155
Waldbröl	50.87576	7.61688	19533
Waiblingen	48.83241	9.31641	52945
Waghäusel	49.24991	8.51257	20178
Wadgassen	49.26667	6.78333	18464
Wadern	49.54122	6.88774	16453
Wachtberg	50.63333	7.10000	20032
Vreden	52.03792	6.82800	22412
Volksdorf	53.64972	10.18417	20685
Völklingen	49.25162	6.85873	40952
Voerde	51.59703	6.68630	35661
Vlotho	52.16530	8.85996	20214
Vilshofen	48.62695	13.19222	16695
Villingen-Schwenningen	48.06226	8.49358	81770
Viersen	51.25435	6.39441	76153
Viernheim	49.54033	8.57820	32620
Versmold	52.04009	8.15272	20996
Verl	51.88333	8.51667	24002
Verden	52.92334	9.23804	26924
Velbert	51.33537	7.04348	87669
Vegesack	53.17923	8.62228	34757
Vechta	52.73064	8.28968	29729
Vechelde	52.26038	10.36491	16219
Vaterstetten	48.10537	11.76825	21007
Varel	53.39693	8.13621	25212
Vaihingen an der Enz	48.93563	8.96045	28798
Uetersen	53.68878	9.66197	17921
Uslar	51.65690	9.63501	15951
Unterschleißheim	48.28038	11.57684	28482
Unterhaching	48.06598	11.61564	20852
Unterkrozingen	47.91933	7.69045	15908
Unna	51.53795	7.68969	66734
Ulm	48.39841	9.99155	120451
Uerdingen	51.35478	6.63918	17888
Uelzen	52.96449	10.56704	34996
Überlingen	47.76977	9.17136	21507
Übach-Palenberg	50.91775	6.12336	25544
Tuttlingen	47.98464	8.81770	34847
Tübingen	48.52266	9.05222	92322
Trossingen	48.07667	8.64409	15040
Troisdorf	50.80901	7.14968	74749
Trier	49.75565	6.63935	100129
Traunstein	47.86825	12.64335	18422
Traunreut	47.96269	12.59231	21244
Torgau	51.56016	12.99617	18746
Tönisvorst	51.32092	6.49412	30296
Tettnang	47.66857	9.59132	18135
Templin	53.11865	13.50220	17634
Tempelhof	52.46667	13.40000	61769
Teltow	52.40310	13.26014	19530
Telgte	51.97995	7.78293	19389
Tegel	52.57601	13.29389	36764
Taunusstein	50.14993	8.15206	30145
Taufkirchen	48.04860	11.61701	17791
Syke	52.91345	8.82209	24274
Sundern	51.32810	8.00369	27654
Sulzbach-Rosenberg	49.50126	11.74598	19379
Sulzbach	49.29882	7.05696	16376
Suhl	50.60911	10.69401	43509
Stuttgart	48.78232	9.17702	612663
Stuhr	53.03333	8.75000	32507
Strausberg	52.57859	13.88741	26649
Straubing	48.88126	12.57385	44580
Stralsund	54.30911	13.08180	58976
Straelen	51.44190	6.26639	15325
Stolberg	50.77368	6.22595	57684
Stockelsdorf	53.89220	10.64713	16562
Stockach	47.85105	9.00910	16844
Stendal	52.60578	11.86091	37722
Stellingen	53.59220	9.92870	23472
Steinhagen	52.00000	8.40000	19869
Steinfurt	52.15045	7.33664	34601
Steilshoop	53.61028	10.05917	19343
Steglitz	52.45606	13.33200	72464
Staßfurt	51.85186	11.58508	23181
Starnberg	48.00193	11.34416	23940
Stadtlohn	51.99399	6.91918	20602
Stadthagen	52.32333	9.20311	23076
Stadtallendorf	50.82261	9.01294	21425
Hansestadt Stade	53.59407	9.47302	45634
Staaken	52.53661	13.15057	46369
Sprockhövel	51.34669	7.24343	26400
Springe	52.20845	9.55416	29828
Speyer	49.32083	8.43111	50343
Spenge	52.14021	8.48475	15625
Sonthofen	47.51821	10.28262	21285
Sonneberg	50.35920	11.17463	23908
Sondershausen	51.36973	10.87011	21802
Sömmerda	51.15914	11.11524	20853
Soltau	52.98537	9.83983	21945
Solingen	51.17343	7.08450	164359
Soest	51.57558	8.10619	48037
Sinzig	50.54384	7.24639	17880
Sinsheim	49.25290	8.87867	37036
Singen	47.75935	8.84030	47621
Sindelfingen	48.70000	9.01667	61311
Sigmaringen	48.08829	9.23033	16592
Siegen	50.87481	8.02431	107242
Siegburg	50.80019	7.20769	39135
Langenhorn	53.66667	10.01667	46272
Senftenberg	51.52517	14.00164	28988
Senden	51.85645	7.48327	20363
Senden	48.32441	10.04442	22275
Selm	51.69689	7.46809	27540
Seligenstadt	50.04320	8.97394	21298
Selb	50.17058	12.13054	17132
Sehnde	52.31394	9.96820	23060
Seevetal	53.40000	9.96667	41266
Seesen	51.89095	10.17847	21909
Seelze	52.39635	9.59727	34364
Schwetzingen	49.38217	8.58230	22593
Schwerte	51.44387	7.56750	50399
Schwerin	53.62937	11.41316	96641
Schwelm	51.28635	7.29388	30235
Schweinfurt	50.04937	10.22175	54012
Schwedt (Oder)	53.05963	14.28154	33730
Schwarzenberg	50.53791	12.78522	15475
Schwanewede	53.22398	8.58969	20015
Schwandorf in Bayern	49.32534	12.10980	28235
Schwalmtal	51.21667	6.26667	19435
Schwalmstadt	50.93333	9.21667	19279
Schwalbach	49.30000	6.81667	18708
Schwäbisch Hall	49.11127	9.73908	36543
Schwäbisch Gmünd	48.79947	9.79809	61216
Schwabach	49.33047	11.02346	38554
Schrobenhausen	48.56067	11.26071	16143
Schramberg	48.22399	8.38583	18565
Schortens	53.53801	7.94770	21357
Schorndorf	48.80537	9.52721	41647
Schopfheim	47.65105	7.82089	19386
Schöneberg	52.49801	13.34430	122658
Schönebeck	52.01682	11.73070	30419
Schneverdingen	53.11740	9.79235	19199
Schnelsen	53.63738	9.91973	30100
Schneeberg	50.59465	12.64139	16784
Schmelz	49.43333	6.85000	17596
Schmargendorf	52.47517	13.29071	22733
Schmallenberg	51.15473	8.28505	26132
Schmalkalden	50.72136	10.44386	19553
Schlüchtern	50.34891	9.52532	17260
Schleswig	54.52021	9.56829	24114
Schkeuditz	51.39678	12.22141	18487
Schiffweiler	49.36667	7.13333	15780
Schifferstadt	49.38417	8.37750	19209
Scharnhorst	51.54921	7.53909	22065
Bad Saulgau	48.01676	9.50064	17911
Sasel	53.65385	10.11184	23131
Sarstedt	52.23495	9.85411	18718
Sankt Wendel	49.46633	7.16814	26904
Sankt Ingbert	49.27697	7.11672	38697
Sankt Augustin	50.77538	7.19700	56094
Sangerhausen	51.47221	11.29533	23347
Hansestadt Salzwedel	52.85297	11.15287	21058
Salzkotten	51.67170	8.60092	24561
Salzgitter	52.15705	10.41540	104970
Saarlouis	49.31366	6.75154	38333
Saarbrücken	49.23262	7.00982	182971
Saalfeld	50.64826	11.36536	28023
Rüsselsheim am Main	49.98955	8.42251	59730
Rummelsburg	52.50146	13.49340	25697
Rudow	52.42407	13.48529	42631
Rudolstadt	50.72043	11.34046	24852
Rottweil	48.16783	8.62719	25510
Rottenburg	48.47629	8.93528	42721
Rotherbaum	53.56707	9.98097	17114
Roth	49.24762	11.09111	25083
Rotenburg	53.11032	9.40360	22139
Rostock	54.08870	12.14049	198293
Rösrath	50.89559	7.18175	26868
Rosenheim	47.85637	12.12247	60167
Ronnenberg	52.31939	9.65544	23416
Rissen	53.58306	9.75708	16051
Rinteln	52.18604	9.07917	25602
Rietberg	51.80924	8.42841	30055
Riesa	51.30777	13.29168	29373
Riegelsberg	49.30000	6.93333	15647
Ribnitz-Damgarten	54.24220	12.45666	15333
Rheinhausen	51.40055	6.71187	78203
Rheinfelden	47.56013	7.78715	34674
Rheine	52.28509	7.44055	76491
Rheinberg	51.54649	6.59525	32188
Rheinbach	50.62562	6.94911	26262
Rhede	51.83537	6.69602	19140
Rheda-Wiedenbrück	51.84967	8.30017	46123
Reutlingen	48.49144	9.20427	112627
Renningen	48.76974	8.93871	17442
Rendsburg	54.30182	9.67175	28323
Remscheid	51.17983	7.19250	117118
Remagen	50.57879	7.22703	16280
Reinickendorf	52.56395	13.33552	83972
Reinheim	49.82923	8.83572	17841
Reinbek	53.51773	10.24861	25261
Reichenbach/Vogtland	50.62279	12.30344	22530
Regensburg	49.01513	12.10161	151389
Rees	51.76263	6.39778	22544
Recklinghausen	51.61379	7.19738	122438
Ravensburg	47.78198	9.61062	48825
Ratingen	51.29724	6.84929	91606
Rathenow	52.60659	12.33696	27115
Ratekau	53.94646	10.73120	15921
Rastede	53.24508	8.19718	20046
Rastatt	48.85851	8.20965	47906
Rahlstedt	53.60194	10.15667	92511
Rahden	52.43425	8.61266	16140
Radolfzell	47.74194	8.97098	31734
Radevormwald	51.20219	7.36027	24100
Radebeul	51.10654	13.66047	32979
Radeberg	51.11112	13.91199	18683
Quickborn	53.72821	9.91078	20410
Querenburg	51.45218	7.26628	21294
Quedlinburg	51.78843	11.15006	23139
Püttlingen	49.28550	6.88723	21052
Pulheim	50.99965	6.80632	53762
Puchheim	48.15000	11.35000	19357
Prenzlauer Berg	52.53878	13.42443	148878
Prenzlau	53.31702	13.86397	20899
Preetz	54.23575	10.27934	15768
Potsdam	52.39886	13.06566	184754
Porz am Rhein	50.88637	7.05830	113415
Porta Westfalica	52.22961	8.91612	36364
Poppenbüttel	53.65917	10.08472	24135
Plettenberg	51.20949	7.87261	28206
Plauen	50.49730	12.13782	66412
Pirna	50.95843	13.93702	40322
Pirmasens	49.20145	7.60529	43582
Pinneberg	53.65887	9.79698	40577
Pfungstadt	49.80557	8.60307	25415
Pfullingen	48.46458	9.22796	18269
Pforzheim	48.88436	8.69892	119313
Pfaffenhofen an der Ilm	48.53053	11.50500	23192
Petershagen	52.37513	8.96538	27090
Penzberg	47.75293	11.37700	16079
Peine	52.31928	10.23520	49953
Passau	48.56650	13.43122	50560
Pasing	48.14146	11.45599	35728
Parchim	53.42631	11.84875	19161
Papenburg	53.07769	7.41516	34117
Pankow	52.56926	13.40186	65375
Paderborn	51.71905	8.75439	142161
Oyten	53.05498	9.01995	15286
Overath	50.93275	7.28389	27203
Ottobrunn bei München	48.06489	11.66327	19204
Ottensen	53.55686	9.91835	35136
Othmarschen	53.55173	9.88632	16009
Osterholz-Scharmbeck	53.22659	8.79230	31405
Osnabrück	52.27264	8.04980	166462
Osdorf	53.57982	9.85826	26420
Oschersleben	52.03039	11.22898	18859
Oschatz	51.30001	13.10984	16000
Oranienburg	52.74800	13.25194	40793
Opladen	51.06863	7.00387	23000
Olsberg	51.35613	8.48899	15814
Olpe	51.02899	7.85139	25686
Oldenburg	53.14039	8.21479	159218
Olching	48.20000	11.33333	23978
Öhringen	49.19884	9.50720	22765
Ohligs	51.15000	7.00000	43063
Offenburg	48.47377	7.94495	59238
Offenbach	50.10061	8.76647	119192
Oerlinghausen	51.95453	8.66220	17403
Oer-Erkenschwick	51.64198	7.26451	30409
Oelde	51.82890	8.14724	29297
Odenthal	51.03333	7.11667	15619
Ochtrup	52.20802	7.18988	19441
Oberursel	50.20731	8.57747	46736
Obertshausen	50.07139	8.85123	25316
Oberschöneweide	52.46106	13.52108	23638
Ober-Ramstadt	49.83078	8.74887	15367
Oberkirch	48.53241	8.07864	20375
Oberhausen	51.47805	6.86250	219176
Oberasbach	49.42275	10.95766	17306
Nürtingen	48.62565	9.34203	40210
Nuremberg	49.45421	11.07752	515543
Nümbrecht	50.90427	7.54063	17427
Nottuln	51.93333	7.35000	20427
Northeim	51.70662	9.99997	30894
Nördlingen	48.85122	10.48868	20352
Nordhorn	52.43081	7.06833	52803
Nordhausen	51.50180	10.79570	43912
Norderstedt	53.70177	9.99328	82844
Nordenham	53.50098	8.48965	25889
Norden	53.59549	7.20615	24767
Nippes	50.96545	6.95314	113487
Niendorf	53.61769	9.95032	40906
Nienburg	52.64437	9.21658	32629
Niederschönhausen	52.58483	13.40272	32037
Niederkrüchten	51.20000	6.21667	15487
Niederkassel	50.81503	7.03777	36480
Nieder-Ingelheim	49.97756	8.07246	24596
Nidderau	50.23805	8.86704	20119
Nidda	50.41330	9.00638	18241
Neu Wulmstorf	53.46625	9.79206	20150
Neuwied	50.43360	7.47057	66805
Neu-Ulm	48.39279	10.01112	51389
Neustrelitz	53.36024	13.07261	22291
Neustadt in Holstein	54.10707	10.81450	15930
Neustadt an der Weinstraße	49.35009	8.13886	53984
Neustadt am Rübenberge	52.50462	9.45871	44668
Neue Neustadt	52.15000	11.63333	226851
Neuss	51.19807	6.68504	152457
Neusäß	48.39249	10.83333	22904
Neuruppin	52.92815	12.80311	31901
Neunkirchen	49.34449	7.18045	49843
Neumünster	54.07399	9.98456	80196
Neumarkt in der Oberpfalz	49.28028	11.46278	39557
Neukölln	52.47719	13.43126	164636
Neu-Isenburg	50.04832	8.69406	35293
Neugraben-Fischbek	53.46579	9.84344	32054
Neufahrn bei Freising	48.31588	11.66316	18255
Neuenhagen	52.52985	13.68914	16170
Neuburg an der Donau	48.73218	11.18709	28370
Neubrück	51.13434	6.63857	51109
Neubrandenburg	53.55735	13.26105	68082
Neu-Anspach	50.31667	8.50000	15276
Nettetal	51.31667	6.28333	42417
Netphen	50.91667	8.10000	25163
Neheim	51.45047	7.97026	23000
Neckarsulm	49.18912	9.22527	26431
Naumburg	51.14987	11.80979	29722
Nauen	52.60701	12.87374	16600
Nagold	48.54980	8.72366	22912
Munster	52.98538	10.08993	17746
Münster	51.96236	7.62571	308258
Hannoversch Münden	51.41505	9.65046	25073
Munich	48.13743	11.57549	1505005
Müllheim	47.80820	7.63035	18097
Mülheim	51.43218	6.87967	173050
Mühlheim am Main	50.11667	8.83333	28534
Stuttgart Mühlhausen	48.84232	9.23028	26111
Mühlhausen	51.20896	10.45275	38108
Mühldorf	48.24670	12.52155	17622
Mühlacker	48.94754	8.83675	26787
Much	50.90383	7.40306	15231
Mössingen	48.40567	9.05419	20010
Mosbach	49.35357	9.15106	25106
Moosburg	48.47089	11.93811	17363
Monheim am Rhein	51.09162	6.89217	43038
Mönchengladbach	51.18539	6.44172	261742
Mölln	53.62072	10.68748	18469
Moers	51.45342	6.63260	103487
Moabit	52.52635	13.33903	81021
Mittweida	50.98622	12.97537	16619
Misburg	52.39006	9.85199	26114
Minden	52.28953	8.91455	82879
Michelstadt	49.67569	9.00373	17279
Metzingen	48.53695	9.28330	22112
Mettmann	51.25040	6.97536	39550
Meschede	51.35020	8.28332	32224
Merzig	49.44331	6.63874	31118
Merseburg	51.35478	11.98923	34780
Meppen	52.69064	7.29097	34198
Menden	51.44337	7.77825	52452
Memmingen	47.98372	10.18527	44192
Melle	52.20197	8.33826	46436
Meissen	51.16158	13.47370	28492
Meiningen	50.56787	10.41521	21580
Meinerzhagen	51.10740	7.64838	21982
Meiderich	51.46667	6.76667	45297
Meerbusch	51.25268	6.68807	54826
Meerane	50.84688	12.46473	17325
Meckenheim	50.62388	7.02942	25515
Mechernich	50.59304	6.65224	27537
Mayen	50.32797	7.22277	19414
Marzahn	52.54525	13.56983	111508
Marsberg	51.46171	8.84949	21914
Marl	51.65671	7.09038	91398
Marktredwitz	50.00443	12.08593	18204
Marktoberdorf	47.77964	10.61713	18505
Markkleeberg	51.27550	12.36906	25331
Märkisches Viertel	52.59841	13.35766	40119
Marienfelde	52.41868	13.36723	32270
Mariendorf	52.43780	13.38109	52734
Marienberg	50.65051	13.16122	16716
Marburg an der Lahn	50.80904	8.77069	78895
Marbach am Neckar	48.93964	9.25995	15604
Mannheim	49.48910	8.46694	307960
Mainz	49.98185	8.28008	222889
Maintal	50.15000	8.83333	38987
Mahlsdorf	52.50935	13.61373	29757
Magdeburg	52.13129	11.63189	244329
Lütgendortmund	51.49885	7.34806	23065
Lusan	50.84372	12.06517	21507
Lurup	53.59266	9.87697	36521
Lünen	51.61634	7.52872	91009
Lüneburg	53.25122	10.41548	71260
Ludwigshafen am Rhein	49.48121	8.44641	163196
Ludwigsfelde	52.30322	13.25405	24164
Ludwigsburg	48.89731	9.19161	87603
Lüdinghausen	51.76830	7.44379	24094
Lüdenscheid	51.21977	7.62730	79386
Luckenwalde	52.09029	13.16772	21616
Lübeck	53.86893	10.68729	212207
Lubnjow	51.86217	13.95168	15778
Lübbecke	52.30699	8.61423	26815
Loxstedt	53.47095	8.64584	16382
Losheim	49.50990	6.74549	16660
Loschwitz	51.05386	13.81393	20696
Lörrach	47.61497	7.66457	47002
Lohr am Main	49.98922	9.57223	16127
Lohne	52.66561	8.23826	28089
Löhne	52.18848	8.69220	39521
Lohmar	50.83868	7.21399	31339
Löbtau	51.04358	13.69444	21205
Lobeda	50.89562	11.60191	23508
Löbau	51.09954	14.66738	18374
Lippstadt	51.67369	8.34482	67219
Lingen	52.52269	7.32555	51310
Lindlar	51.01959	7.37758	21665
Linden-Nord	52.37204	9.70676	16141
Linden	52.36449	9.71157	38284
Lindau	47.54612	9.68431	24518
Limburg an der Lahn	50.38360	8.05030	33820
Limbach-Oberfrohna	50.85882	12.76165	23673
Lilienthal	53.14193	8.90338	18293
Lichterfelde	52.43330	13.30762	85885
Lichtenrade	52.39844	13.40637	52110
Lichtenfels	50.14567	11.05928	21336
Lichtenberg	52.51395	13.49975	41359
Leverkusen	51.03030	6.98432	162738
Leutkirch	47.82672	10.02050	22362
Leuben	51.01122	13.82029	38353
Leopoldshöhe	52.01246	8.69834	16219
Leonberg	48.80000	9.01667	49480
Lennestadt	51.11721	8.06707	28102
Lengerich	52.18661	7.86043	22697
Lemgo	52.02786	8.89901	41943
Leipzig	51.33962	12.37129	504971
Leinfelden-Echterdingen	48.69406	9.16809	41185
Leimen	49.34737	8.68733	27142
Leichlingen	51.10628	7.01873	28078
Lehrte	52.37193	9.97919	43920
Leer	53.23157	7.46100	33886
Lebach	49.41122	6.90988	19468
Laupheim	48.22786	9.87874	19012
Lauf an der Pegnitz	49.51386	11.28247	26403
Lauchhammer	51.48813	13.76623	18990
Lankwitz	52.43623	13.34590	43558
Langenhagen	52.44758	9.73741	50439
Langenfeld	51.10821	6.94831	59112
Langendreer	51.46023	7.32584	32047
Langen	53.60554	8.59509	18863
Langen	49.98955	8.66852	38785
Landshut	48.52961	12.16179	71863
Landsberg am Lech	48.04819	10.88282	27017
Landau in der Pfalz	49.19844	8.11692	41612
Lampertheim	49.59786	8.47250	32400
Lahr	48.34042	7.86886	50775
Lahnstein	50.30000	7.61667	18749
Lage	51.99223	8.79301	35054
Laatzen	52.31506	9.79739	41838
Bad Laasphe	50.93139	8.42502	15184
Kürten	51.05000	7.26667	20103
Künzelsau	49.28180	9.68352	15070
Künzell	50.54420	9.71792	16124
Kulmbach	50.10068	11.45032	27565
Kronberg	50.18100	8.51300	17730
Kronach	50.23963	11.33308	18248
Kreuztal	50.96775	7.98848	31772
Kreuzberg	52.49973	13.40338	153135
Krefeld	51.33645	6.55381	237984
Köthen	51.75185	11.97093	28710
Korschenbroich	51.19139	6.51352	33406
Kornwestheim	48.86158	9.18569	33980
Korntal	48.83218	9.12140	18081
Korbach	51.27561	8.87300	24481
Köpenick	52.44550	13.57455	67148
Berlin Köpenick	52.44254	13.58228	59561
Konz	49.70045	6.57652	18539
Konstanz	47.66033	9.17582	81275
Königs Wusterhausen	52.30141	13.63300	32513
Königswinter	50.67734	7.19245	41164
Königstein im Taunus	50.17943	8.47132	15661
Königslutter am Elm	52.25116	10.81683	16419
Königsbrunn	48.27506	10.89178	27879
Köln	50.93333	6.95000	1024621
Kolbermoor	47.84965	12.06696	17941
Koblenz	50.35357	7.57883	107319
Klotzsche	51.11053	13.76862	21064
Klingenstein	48.41849	9.90812	15643
Kleve	51.78826	6.13865	49072
Kleinmachnow	52.40786	13.22514	17892
Kladow	52.45423	13.14445	16368
Kitzingen	49.73973	10.15072	21387
Kirchlengern	52.20000	8.63333	16338
Kirchheim unter Teck	48.64683	9.45378	40206
Kirchhain	50.82720	8.92806	16381
Kierspe	51.13403	7.59075	18188
Kiel	54.32133	10.13489	252668
Kevelaer	51.58243	6.24603	28064
Kerpen	50.86991	6.69691	64226
Kempten (Allgäu)	47.72674	10.31389	61399
Kempen	51.36432	6.41858	34105
Kelkheim	50.13703	8.45020	28175
Kelheim	48.91725	11.88618	15723
Kehl	48.57297	7.81523	39584
Kaulsdorf	52.51732	13.58871	19408
Kaufbeuren	47.88238	10.62192	42505
Kassel	51.31667	9.50000	197230
Karow	52.60904	13.48117	18817
Karlstadt	49.96034	9.77239	15272
Karlsruhe	49.00937	8.40444	283799
Karlshorst	52.48419	13.53185	28206
Karlsfeld	48.22697	11.47573	17920
Karben	50.23019	8.77155	21642
Kapellen	51.57132	6.36729	22711
Kamp-Lintfort	51.50467	6.54587	39490
Kamenz	51.26798	14.09374	16918
Kamen	51.59231	7.66380	45927
Kaltenkirchen	53.83244	9.96042	19747
Kaiserslautern	49.44300	7.77161	98732
Kaarst	51.22929	6.61883	42112
Jülich	50.92149	6.36267	33911
Jüchen	51.10000	6.50000	22562
Johannisthal	52.44653	13.50660	19960
Jena	50.92878	11.58990	104712
Itzehoe	53.92099	9.51529	33047
Isernhagen Farster Bauerschaft	52.47093	9.84179	22601
Iserlohn	51.37547	7.70281	91811
Ingolstadt	48.76508	11.42372	120658
Ingelheim am Rhein	49.97078	8.05883	24998
Ilmenau	50.68322	10.91858	38834
Illingen	49.37362	7.04758	18488
Illertissen	48.22336	10.10347	16522
Idstein	50.21773	8.26679	25736
Idar-Oberstein	49.71443	7.30776	29158
Ibbenbueren	52.27964	7.71457	50577
Husum	54.48580	9.05239	20841
Hürth	50.87079	6.86761	54678
Hünfeld	50.67966	9.76727	16323
Hummelsbüttel	53.64773	10.04149	17365
Humboldtkolonie	50.93182	6.99469	15108
